"Mass","tension","site","treatment","intensity","HC","OC","Class"
213.1132532,"50 kPa","Florida","flood",3550.6150322,1.64,0.36,"Protein"
213.1132532,"50 kPa","Florida","time zero saturation",7354.89558833333,1.64,0.36,"Protein"
213.1132532,"50 kPa","Washington","drought",1907.25341796667,1.64,0.36,"Protein"
213.1132532,"50 kPa","Washington","flood",1664.209136875,1.64,0.36,"Protein"
213.1496417,"1.5 kPa","Alaska","drought",2951.579671,1.83,0.25,"Lipid"
213.1496417,"1.5 kPa","Washington","drought",864.322056,1.83,0.25,"Lipid"
213.1496417,"50 kPa","Alaska","drought",33215.277636,1.83,0.25,"Lipid"
213.1496417,"50 kPa","Florida","drought",7605.238322,1.83,0.25,"Lipid"
213.1496417,"50 kPa","Florida","flood",2238.71696996667,1.83,0.25,"Lipid"
213.1496417,"50 kPa","Florida","time zero saturation",13966.1308596667,1.83,0.25,"Lipid"
213.1496417,"50 kPa","Washington","drought",5196.28228725,1.83,0.25,"Lipid"
213.1860256,"1.5 kPa","Alaska","time zero saturation",2754.64902763333,2,0.15,"Lipid"
213.1860256,"1.5 kPa","Washington","field moist",1176.8907674,2,0.15,"Lipid"
213.1860256,"1.5 kPa","Washington","flood",1163.849685675,2,0.15,"Lipid"
213.1860256,"1.5 kPa","Washington","time zero saturation",1017.189163025,2,0.15,"Lipid"
213.1860256,"50 kPa","Alaska","drought",17704.3985315,2,0.15,"Lipid"
213.1860256,"50 kPa","Washington","drought",10590.8441569667,2,0.15,"Lipid"
213.1860256,"50 kPa","Washington","field moist",2717.716156,2,0.15,"Lipid"
213.1860256,"50 kPa","Washington","flood",4416.53448475,2,0.15,"Lipid"
213.1860256,"50 kPa","Washington","time zero saturation",4350.157332475,2,0.15,"Lipid"
213.9638326,"1.5 kPa","Alaska","drought",44086.1569143333,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Alaska","field moist",78515.7656356,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Alaska","flood",33674.2012965,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Alaska","time zero saturation",109411.088086,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Florida","drought",10023.5720704,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Florida","field moist",14336.781555,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Florida","flood",68347.2622422,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Florida","time zero saturation",15280.88794,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Washington","drought",31035.2662112,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Washington","field moist",6133.5985836,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Washington","flood",7346.96411025,0.71,0.43,"ConHC"
213.9638326,"1.5 kPa","Washington","time zero saturation",13901.45870875,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Alaska","drought",48637.3402448,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Alaska","field moist",34788.371746,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Alaska","flood",72000.07118075,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Alaska","time zero saturation",72716.48437,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Florida","drought",16928.69354075,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Florida","field moist",16747.9124346667,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Florida","flood",56434.1463616,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Florida","time zero saturation",17475.2790525,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Washington","drought",26929.939454775,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Washington","field moist",3183.8631595,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Washington","flood",116391.09197925,0.71,0.43,"ConHC"
213.9638326,"50 kPa","Washington","time zero saturation",18727.92448052,0.71,0.43,"ConHC"
214.1085023,"1.5 kPa","Florida","drought",3848.159953,1.7,0.4,"Protein"
214.1448877,"1.5 kPa","Florida","drought",5549.3897706,1.91,0.27,"Lipid"
214.1448877,"1.5 kPa","Florida","time zero saturation",8285.71077466667,1.91,0.27,"Lipid"
214.1448877,"1.5 kPa","Washington","field moist",1873.367228,1.91,0.27,"Lipid"
214.1448877,"1.5 kPa","Washington","time zero saturation",2306.8084715,1.91,0.27,"Lipid"
214.1448877,"50 kPa","Alaska","drought",8909.75195466667,1.91,0.27,"Lipid"
214.1448877,"50 kPa","Florida","drought",18168.99121225,1.91,0.27,"Lipid"
214.1448877,"50 kPa","Florida","flood",3382.2012917,1.91,0.27,"Lipid"
214.1448877,"50 kPa","Florida","time zero saturation",19127.757811,1.91,0.27,"Lipid"
214.1448877,"50 kPa","Washington","field moist",2152.6638182,1.91,0.27,"Lipid"
215.0561271,"50 kPa","Alaska","drought",5655.357911,1.33,0.67,"Tannin"
215.0561271,"50 kPa","Alaska","flood",3676.09594733333,1.33,0.67,"Tannin"
215.0925207,"1.5 kPa","Alaska","drought",3732.31365975,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Alaska","flood",2317.379730425,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Alaska","time zero saturation",2199.73089596667,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Florida","drought",2320.58219925,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Florida","field moist",2818.14896633333,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Washington","drought",1697.540659135,1.6,0.5,"Protein"
215.0925207,"1.5 kPa","Washington","time zero saturation",285.0016632,1.6,0.5,"Protein"
215.0925207,"50 kPa","Alaska","drought",12556.2200684,1.6,0.5,"Protein"
215.0925207,"50 kPa","Alaska","flood",4857.35443125,1.6,0.5,"Protein"
215.0925207,"50 kPa","Florida","drought",5085.37304625,1.6,0.5,"Protein"
215.0925207,"50 kPa","Florida","flood",3689.40733846667,1.6,0.5,"Protein"
215.0925207,"50 kPa","Florida","time zero saturation",9599.71988833333,1.6,0.5,"Protein"
215.0925207,"50 kPa","Washington","drought",3195.64001466667,1.6,0.5,"Protein"
215.0925207,"50 kPa","Washington","field moist",745.7273356,1.6,0.5,"Protein"
215.0925207,"50 kPa","Washington","flood",2120.115265,1.6,0.5,"Protein"
215.1289066,"1.5 kPa","Alaska","drought",3269.47853596667,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Alaska","flood",3162.530639475,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Alaska","time zero saturation",3965.42549636667,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Florida","time zero saturation",3332.92858875,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Washington","drought",999.2440356775,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Washington","flood",1208.26371253333,1.82,0.36,"Protein"
215.1289066,"1.5 kPa","Washington","time zero saturation",657.99318695,1.82,0.36,"Protein"
215.1289066,"50 kPa","Alaska","drought",12061.0741206,1.82,0.36,"Protein"
215.1289066,"50 kPa","Alaska","flood",5552.2036135,1.82,0.36,"Protein"
215.1289066,"50 kPa","Florida","drought",4011.3507995,1.82,0.36,"Protein"
215.1289066,"50 kPa","Florida","flood",1487.52955146667,1.82,0.36,"Protein"
215.1289066,"50 kPa","Florida","time zero saturation",17049.256185,1.82,0.36,"Protein"
215.1289066,"50 kPa","Washington","drought",3275.450887,1.82,0.36,"Protein"
215.1289066,"50 kPa","Washington","field moist",1123.177063075,1.82,0.36,"Protein"
215.1289066,"50 kPa","Washington","flood",6211.40250566667,1.82,0.36,"Protein"
215.1652925,"1.5 kPa","Alaska","flood",2928.41878266667,2,0.25,"Lipid"
215.1652925,"50 kPa","Florida","time zero saturation",11602.946207,2,0.25,"Lipid"
215.1652925,"50 kPa","Washington","drought",1673.30281586667,2,0.25,"Lipid"
217.0506448,"1.5 kPa","Alaska","field moist",2802.69443776667,0.83,0.33,"Lignin"
217.0506448,"1.5 kPa","Alaska","flood",2447.14389556667,0.83,0.33,"Lignin"
217.0506448,"50 kPa","Alaska","drought",6153.271149825,0.83,0.33,"Lignin"
217.0506448,"50 kPa","Alaska","flood",3647.86602775,0.83,0.33,"Lignin"
217.0506448,"50 kPa","Alaska","time zero saturation",2478.3870606,0.83,0.33,"Lignin"
217.0506448,"50 kPa","Florida","flood",3393.11900515,0.83,0.33,"Lignin"
217.0830163,"1.5 kPa","Florida","time zero saturation",4189.897705,1.75,0.62,"AminoSugar"
217.0870317,"1.5 kPa","Alaska","field moist",3878.50500493333,1.08,0.23,"Lignin"
217.0870317,"50 kPa","Alaska","drought",11712.3346746667,1.08,0.23,"Lignin"
217.0870317,"50 kPa","Alaska","field moist",2488.749227,1.08,0.23,"Lignin"
